Site_Name,Line_No,Electrode Number,X Distance (m),Y Distance (m),UTM_N_Y,UTM_E_X,Elevation (m)
Ozark,3D_Dipole-Dipole,60,20,35,485595.1111,3991071.393,220.529
Ozark,3D_Dipole-Dipole,61,15,35,485595.9079,3991066.346,220.566
Ozark,3D_Dipole-Dipole,62,10,35,485596.5794,3991061.77,220.613
Ozark,3D_Dipole-Dipole,63,5,35,485597.5297,3991056.469,220.521
Ozark,3D_Dipole-Dipole,64,0,35,485598.3152,3991051.635,220.521
Ozark,3D_Dipole-Dipole,65,0,40,485603.2265,3991052.535,220.541
Ozark,3D_Dipole-Dipole,66,5,40,485602.4237,3991057.271,220.535
Ozark,3D_Dipole-Dipole,67,10,40,485601.5822,3991062.501,220.63
Ozark,3D_Dipole-Dipole,68,15,40,485600.8271,3991067.188,220.49
Ozark,3D_Dipole-Dipole,69,20,40,485599.9402,3991072.188,220.455
Ozark,3D_Dipole-Dipole,70,25,40,485599.0801,3991077.049,220.445
Ozark,3D_Dipole-Dipole,71,30,40,485598.1813,3991081.992,220.422
Ozark,3D_Dipole-Dipole,72,35,40,485597.2644,3991086.819,220.258
Ozark,3D_Dipole-Dipole,73,35,45,485602.1989,3991087.622,220.24
Ozark,3D_Dipole-Dipole,74,30,45,485603.1177,3991082.843,220.334
Ozark,3D_Dipole-Dipole,75,25,45,485604.0048,3991077.917,220.389
Ozark,3D_Dipole-Dipole,76,20,45,485604.8722,3991073.07,220.357
Ozark,3D_Dipole-Dipole,77,15,45,485605.7375,3991068.083,220.383
Ozark,3D_Dipole-Dipole,78,10,45,485606.5025,3991063.385,220.484
Ozark,3D_Dipole-Dipole,79,5,45,485607.3719,3991058.132,220.393
Ozark,3D_Dipole-Dipole,80,0,45,485608.1295,3991053.338,220.368
Ozark,3D_Dipole-Dipole,81,0,50,485613.0623,3991054.183,220.274
Ozark,3D_Dipole-Dipole,82,5,50,485612.2542,3991058.926,220.401
Ozark,3D_Dipole-Dipole,83,10,50,485611.4467,3991064.054,220.385
Ozark,3D_Dipole-Dipole,84,15,50,485610.6432,3991068.853,220.294
Ozark,3D_Dipole-Dipole,85,20,50,485609.7769,3991073.855,220.304
Ozark,3D_Dipole-Dipole,86,25,50,485608.8843,3991078.663,220.262
Ozark,3D_Dipole-Dipole,87,30,50,485608.0099,3991083.608,220.216
Ozark,3D_Dipole-Dipole,88,35,50,485607.1388,3991088.423,220.16
Ozark,3D_Dipole-Dipole,89,35,55,485612.0069,3991089.339,220.026
Ozark,3D_Dipole-Dipole,90,30,55,485611.999,3991084.507,220.123
Ozark,3D_Dipole-Dipole,91,25,55,485613.8199,3991079.57,220.208
Ozark,3D_Dipole-Dipole,92,20,55,485614.7124,3991074.661,220.23
Ozark,3D_Dipole-Dipole,93,15,55,485615.5805,3991069.706,220.358
Ozark,3D_Dipole-Dipole,94,10,55,485615.5725,3991064.862,220.351
Ozark,3D_Dipole-Dipole,95,5,55,485617.2159,3991059.82,220.318
Ozark,3D_Dipole-Dipole,96,0,55,485617.9264,3991054.862,220.245
Ozark,3D_Reciprocal-Schlumberger,1,0,0,485564.3236,3991045.469,220.206
Ozark,3D_Reciprocal-Schlumberger,2,5,0,485563.4651,3991050.755,220.307
Ozark,3D_Reciprocal-Schlumberger,3,10,0,485562.6518,3991055.648,220.31
Ozark,3D_Reciprocal-Schlumberger,4,15,0,485561.8161,3991060.583,220.284
Ozark,3D_Reciprocal-Schlumberger,5,20,0,485560.9471,3991065.488,220.167
Ozark,3D_Reciprocal-Schlumberger,6,25,0,485560.0546,3991070.364,220.138
Ozark,3D_Reciprocal-Schlumberger,7,30,0,485559.2126,3991075.329,220.117
Ozark,3D_Reciprocal-Schlumberger,8,35,0,485558.2184,3991080.213,220.011
Ozark,3D_Reciprocal-Schlumberger,9,35,5,485563.1692,3991081.048,220.033
Ozark,3D_Reciprocal-Schlumberger,10,30,5,485564.033,3991076.23,220.08
Ozark,3D_Reciprocal-Schlumberger,11,25,5,485564.9136,3991071.249,220.241
Ozark,3D_Reciprocal-Schlumberger,12,20,5,485565.7736,3991066.304,220.322
Ozark,3D_Reciprocal-Schlumberger,13,15,5,485566.6067,3991061.423,220.439
Ozark,3D_Reciprocal-Schlumberger,14,10,5,485567.359,3991056.728,220.541
Ozark,3D_Reciprocal-Schlumberger,15,5,5,485568.1241,3991051.57,220.42
Ozark,3D_Reciprocal-Schlumberger,16,0,5,485569.0333,3991046.469,220.219
Ozark,3D_Reciprocal-Schlumberger,17,0,10,485573.9635,3991047.344,220.283
Ozark,3D_Reciprocal-Schlumberger,18,5,10,485573.0469,3991052.384,220.413
Ozark,3D_Reciprocal-Schlumberger,19,10,10,485573.0619,3991057.626,220.578
Ozark,3D_Reciprocal-Schlumberger,20,15,10,485571.4143,3991062.264,220.475
Ozark,3D_Reciprocal-Schlumberger,21,20,10,485570.5057,3991067.22,220.491
Ozark,3D_Reciprocal-Schlumberger,22,25,10,485569.6457,3991072.19,220.285
Ozark,3D_Reciprocal-Schlumberger,23,30,10,485568.6921,3991077.157,220.269
Ozark,3D_Reciprocal-Schlumberger,24,35,10,485567.804,3991081.962,220.203
Ozark,3D_Reciprocal-Schlumberger,25,35,15,485572.717,3991082.819,220.253
Ozark,3D_Reciprocal-Schlumberger,26,30,15,485573.6484,3991078.028,220.348
Ozark,3D_Reciprocal-Schlumberger,27,25,15,485574.5146,3991073.039,220.459
Ozark,3D_Reciprocal-Schlumberger,28,20,15,485575.3574,3991068.064,220.541
Ozark,3D_Reciprocal-Schlumberger,29,15,15,485576.2012,3991063.12,220.713
Ozark,3D_Reciprocal-Schlumberger,30,10,15,485576.8826,3991058.527,220.664
Ozark,3D_Reciprocal-Schlumberger,31,5,15,485577.8501,3991053.282,220.48
Ozark,3D_Reciprocal-Schlumberger,32,0,15,485578.6351,3991048.167,220.525
Ozark,3D_Reciprocal-Schlumberger,33,0,20,485583.6013,3991049.038,220.541
Ozark,3D_Reciprocal-Schlumberger,34,5,20,485582.7568,3991054.093,220.564
Ozark,3D_Reciprocal-Schlumberger,35,10,20,485581.8739,3991059.384,220.612
Ozark,3D_Reciprocal-Schlumberger,36,15,20,485581.1358,3991063.93,220.725
Ozark,3D_Reciprocal-Schlumberger,37,20,20,485580.2667,3991068.865,220.685
Ozark,3D_Reciprocal-Schlumberger,38,25,20,485579.3636,3991073.833,220.532
Ozark,3D_Reciprocal-Schlumberger,39,30,20,485578.4874,3991078.783,220.477
Ozark,3D_Reciprocal-Schlumberger,40,35,20,485577.5768,3991083.621,220.354
Ozark,3D_Reciprocal-Schlumberger,41,35,25,485582.5177,3991084.482,220.363
Ozark,3D_Reciprocal-Schlumberger,42,30,25,485583.4165,3991079.564,220.471
Ozark,3D_Reciprocal-Schlumberger,43,25,25,485584.3197,3991074.663,220.601
Ozark,3D_Reciprocal-Schlumberger,44,20,25,485585.1798,3991069.74,220.76
Ozark,3D_Reciprocal-Schlumberger,45,15,25,485586.0461,3991064.782,220.807
Ozark,3D_Reciprocal-Schlumberger,46,10,25,485586.7445,3991060.17,220.608
Ozark,3D_Reciprocal-Schlumberger,47,5,25,485587.6418,3991054.91,220.745
Ozark,3D_Reciprocal-Schlumberger,48,0,25,485588.4846,3991049.89,220.644
Ozark,3D_Reciprocal-Schlumberger,49,0,30,485568.3947,3991050.746,220.621
Ozark,3D_Reciprocal-Schlumberger,50,5,30,485567.5464,3991055.714,220.741
Ozark,3D_Reciprocal-Schlumberger,51,10,30,485566.6862,3991061.03,220.66
Ozark,3D_Reciprocal-Schlumberger,52,15,30,485590.9778,3991065.504,220.666
Ozark,3D_Reciprocal-Schlumberger,53,20,30,485590.0944,3991070.51,220.611
Ozark,3D_Reciprocal-Schlumberger,54,25,30,485589.2245,3991075.449,220.645
Ozark,3D_Reciprocal-Schlumberger,55,30,30,485588.3572,3991080.334,220.417
Ozark,3D_Reciprocal-Schlumberger,56,35,30,485587.4296,3991085.224,220.352
Ozark,3D_Reciprocal-Schlumberger,57,35,35,485592.3894,3991086.08,220.265
Ozark,3D_Reciprocal-Schlumberger,58,30,35,485593.2783,3991081.146,220.394
Ozark,3D_Reciprocal-Schlumberger,59,25,35,485594.1762,3991076.273,220.516
Ozark,3D_Reciprocal-Schlumberger,60,20,35,485595.1111,3991071.393,220.529
Ozark,3D_Reciprocal-Schlumberger,61,15,35,485595.9079,3991066.346,220.566
Ozark,3D_Reciprocal-Schlumberger,62,10,35,485596.5794,3991061.77,220.613
Ozark,3D_Reciprocal-Schlumberger,63,5,35,485597.5297,3991056.469,220.521
Ozark,3D_Reciprocal-Schlumberger,64,0,35,485598.3152,3991051.635,220.521
Ozark,3D_Reciprocal-Schlumberger,65,0,40,485603.2265,3991052.535,220.541
Ozark,3D_Reciprocal-Schlumberger,66,5,40,485602.4237,3991057.271,220.535
Ozark,3D_Reciprocal-Schlumberger,67,10,40,485601.5822,3991062.501,220.63
Ozark,3D_Reciprocal-Schlumberger,68,15,40,485600.8271,3991067.188,220.49
Ozark,3D_Reciprocal-Schlumberger,69,20,40,485599.9402,3991072.188,220.455
Ozark,3D_Reciprocal-Schlumberger,70,25,40,485599.0801,3991077.049,220.445
Ozark,3D_Reciprocal-Schlumberger,71,30,40,485598.1813,3991081.992,220.422
Ozark,3D_Reciprocal-Schlumberger,72,35,40,485597.2644,3991086.819,220.258
Ozark,3D_Reciprocal-Schlumberger,73,35,45,485602.1989,3991087.622,220.24
Ozark,3D_Reciprocal-Schlumberger,74,30,45,485603.1177,3991082.843,220.334
Ozark,3D_Reciprocal-Schlumberger,75,25,45,485604.0048,3991077.917,220.389
Ozark,3D_Reciprocal-Schlumberger,76,20,45,485604.8722,3991073.07,220.357
Ozark,3D_Reciprocal-Schlumberger,77,15,45,485605.7375,3991068.083,220.383
Ozark,3D_Reciprocal-Schlumberger,78,10,45,485606.5025,3991063.385,220.484
Ozark,3D_Reciprocal-Schlumberger,79,5,45,485607.3719,3991058.132,220.393
Ozark,3D_Reciprocal-Schlumberger,80,0,45,485608.1295,3991053.338,220.368
Ozark,3D_Reciprocal-Schlumberger,81,0,50,485613.0623,3991054.183,220.274
Ozark,3D_Reciprocal-Schlumberger,82,5,50,485612.2542,3991058.926,220.401
Ozark,3D_Reciprocal-Schlumberger,83,10,50,485611.4467,3991064.054,220.385
Ozark,3D_Reciprocal-Schlumberger,84,15,50,485610.6432,3991068.853,220.294
Ozark,3D_Reciprocal-Schlumberger,85,20,50,485609.7769,3991073.855,220.304
Ozark,3D_Reciprocal-Schlumberger,86,25,50,485608.8843,3991078.663,220.262
Ozark,3D_Reciprocal-Schlumberger,87,30,50,485608.0099,3991083.608,220.216
Ozark,3D_Reciprocal-Schlumberger,88,35,50,485607.1388,3991088.423,220.16
Ozark,3D_Reciprocal-Schlumberger,89,35,55,485612.0069,3991089.339,220.026
Ozark,3D_Reciprocal-Schlumberger,90,30,55,485611.999,3991084.507,220.123
Ozark,3D_Reciprocal-Schlumberger,91,25,55,485613.8199,3991079.57,220.208
Ozark,3D_Reciprocal-Schlumberger,92,20,55,485614.7124,3991074.661,220.23
Ozark,3D_Reciprocal-Schlumberger,93,15,55,485615.5805,3991069.706,220.358
Ozark,3D_Reciprocal-Schlumberger,94,10,55,485615.5725,3991064.862,220.351
Ozark,3D_Reciprocal-Schlumberger,95,5,55,485617.2159,3991059.82,220.318
Ozark,3D_Reciprocal-Schlumberger,96,0,55,485617.9264,3991054.862,220.245
Ozark,3D_Wenner-Schlumberger,1,0,0,485564.3236,3991045.469,220.206
Ozark,3D_Wenner-Schlumberger,2,5,0,485563.4651,3991050.755,220.307
Ozark,3D_Wenner-Schlumberger,3,10,0,485562.6518,3991055.648,220.31
Ozark,3D_Wenner-Schlumberger,4,15,0,485561.8161,3991060.583,220.284
Ozark,3D_Wenner-Schlumberger,5,20,0,485560.9471,3991065.488,220.167
Ozark,3D_Wenner-Schlumberger,6,25,0,485560.0546,3991070.364,220.138
Ozark,3D_Wenner-Schlumberger,7,30,0,485559.2126,3991075.329,220.117
Ozark,3D_Wenner-Schlumberger,8,35,0,485558.2184,3991080.213,220.011
Ozark,3D_Wenner-Schlumberger,9,35,5,485563.1692,3991081.048,220.033
Ozark,3D_Wenner-Schlumberger,10,30,5,485564.033,3991076.23,220.08
Ozark,3D_Wenner-Schlumberger,11,25,5,485564.9136,3991071.249,220.241
Ozark,3D_Wenner-Schlumberger,12,20,5,485565.7736,3991066.304,220.322
Ozark,3D_Wenner-Schlumberger,13,15,5,485566.6067,3991061.423,220.439
Ozark,3D_Wenner-Schlumberger,14,10,5,485567.359,3991056.728,220.541
Ozark,3D_Wenner-Schlumberger,15,5,5,485568.1241,3991051.57,220.42
Ozark,3D_Wenner-Schlumberger,16,0,5,485569.0333,3991046.469,220.219
Ozark,3D_Wenner-Schlumberger,17,0,10,485573.9635,3991047.344,220.283
Ozark,3D_Wenner-Schlumberger,18,5,10,485573.0469,3991052.384,220.413
Ozark,3D_Wenner-Schlumberger,19,10,10,485573.0619,3991057.626,220.578
Ozark,3D_Wenner-Schlumberger,20,15,10,485571.4143,3991062.264,220.475
Ozark,3D_Wenner-Schlumberger,21,20,10,485570.5057,3991067.22,220.491
Ozark,3D_Wenner-Schlumberger,22,25,10,485569.6457,3991072.19,220.285
Ozark,3D_Wenner-Schlumberger,23,30,10,485568.6921,3991077.157,220.269
Ozark,3D_Wenner-Schlumberger,24,35,10,485567.804,3991081.962,220.203
Ozark,3D_Wenner-Schlumberger,25,35,15,485572.717,3991082.819,220.253
Ozark,3D_Wenner-Schlumberger,26,30,15,485573.6484,3991078.028,220.348
Ozark,3D_Wenner-Schlumberger,27,25,15,485574.5146,3991073.039,220.459
Ozark,3D_Wenner-Schlumberger,28,20,15,485575.3574,3991068.064,220.541
Ozark,3D_Wenner-Schlumberger,29,15,15,485576.2012,3991063.12,220.713
Ozark,3D_Wenner-Schlumberger,30,10,15,485576.8826,3991058.527,220.664
Ozark,3D_Wenner-Schlumberger,31,5,15,485577.8501,3991053.282,220.48
Ozark,3D_Wenner-Schlumberger,32,0,15,485578.6351,3991048.167,220.525
Ozark,3D_Wenner-Schlumberger,33,0,20,485583.6013,3991049.038,220.541
Ozark,3D_Wenner-Schlumberger,34,5,20,485582.7568,3991054.093,220.564
Ozark,3D_Wenner-Schlumberger,35,10,20,485581.8739,3991059.384,220.612
Ozark,3D_Wenner-Schlumberger,36,15,20,485581.1358,3991063.93,220.725
Ozark,3D_Wenner-Schlumberger,37,20,20,485580.2667,3991068.865,220.685
Ozark,3D_Wenner-Schlumberger,38,25,20,485579.3636,3991073.833,220.532
Ozark,3D_Wenner-Schlumberger,39,30,20,485578.4874,3991078.783,220.477
Ozark,3D_Wenner-Schlumberger,40,35,20,485577.5768,3991083.621,220.354
Ozark,3D_Wenner-Schlumberger,41,35,25,485582.5177,3991084.482,220.363
Ozark,3D_Wenner-Schlumberger,42,30,25,485583.4165,3991079.564,220.471
Ozark,3D_Wenner-Schlumberger,43,25,25,485584.3197,3991074.663,220.601
Ozark,3D_Wenner-Schlumberger,44,20,25,485585.1798,3991069.74,220.76
Ozark,3D_Wenner-Schlumberger,45,15,25,485586.0461,3991064.782,220.807
Ozark,3D_Wenner-Schlumberger,46,10,25,485586.7445,3991060.17,220.608
Ozark,3D_Wenner-Schlumberger,47,5,25,485587.6418,3991054.91,220.745
Ozark,3D_Wenner-Schlumberger,48,0,25,485588.4846,3991049.89,220.644
Ozark,3D_Wenner-Schlumberger,49,0,30,485568.3947,3991050.746,220.621
Ozark,3D_Wenner-Schlumberger,50,5,30,485567.5464,3991055.714,220.741
Ozark,3D_Wenner-Schlumberger,51,10,30,485566.6862,3991061.03,220.66
Ozark,3D_Wenner-Schlumberger,52,15,30,485590.9778,3991065.504,220.666
Ozark,3D_Wenner-Schlumberger,53,20,30,485590.0944,3991070.51,220.611
Ozark,3D_Wenner-Schlumberger,54,25,30,485589.2245,3991075.449,220.645
Ozark,3D_Wenner-Schlumberger,55,30,30,485588.3572,3991080.334,220.417
Ozark,3D_Wenner-Schlumberger,56,35,30,485587.4296,3991085.224,220.352
Ozark,3D_Wenner-Schlumberger,57,35,35,485592.3894,3991086.08,220.265
Ozark,3D_Wenner-Schlumberger,58,30,35,485593.2783,3991081.146,220.394
Ozark,3D_Wenner-Schlumberger,59,25,35,485594.1762,3991076.273,220.516
Ozark,3D_Wenner-Schlumberger,60,20,35,485595.1111,3991071.393,220.529
Ozark,3D_Wenner-Schlumberger,61,15,35,485595.9079,3991066.346,220.566
Ozark,3D_Wenner-Schlumberger,62,10,35,485596.5794,3991061.77,220.613
Ozark,3D_Wenner-Schlumberger,63,5,35,485597.5297,3991056.469,220.521
Ozark,3D_Wenner-Schlumberger,64,0,35,485598.3152,3991051.635,220.521
Ozark,3D_Wenner-Schlumberger,65,0,40,485603.2265,3991052.535,220.541
Ozark,3D_Wenner-Schlumberger,66,5,40,485602.4237,3991057.271,220.535
Ozark,3D_Wenner-Schlumberger,67,10,40,485601.5822,3991062.501,220.63
Ozark,3D_Wenner-Schlumberger,68,15,40,485600.8271,3991067.188,220.49
Ozark,3D_Wenner-Schlumberger,69,20,40,485599.9402,3991072.188,220.455
Ozark,3D_Wenner-Schlumberger,70,25,40,485599.0801,3991077.049,220.445
Ozark,3D_Wenner-Schlumberger,71,30,40,485598.1813,3991081.992,220.422
Ozark,3D_Wenner-Schlumberger,72,35,40,485597.2644,3991086.819,220.258
Ozark,3D_Wenner-Schlumberger,73,35,45,485602.1989,3991087.622,220.24
Ozark,3D_Wenner-Schlumberger,74,30,45,485603.1177,3991082.843,220.334
Ozark,3D_Wenner-Schlumberger,75,25,45,485604.0048,3991077.917,220.389
Ozark,3D_Wenner-Schlumberger,76,20,45,485604.8722,3991073.07,220.357
Ozark,3D_Wenner-Schlumberger,77,15,45,485605.7375,3991068.083,220.383
Ozark,3D_Wenner-Schlumberger,78,10,45,485606.5025,3991063.385,220.484
Ozark,3D_Wenner-Schlumberger,79,5,45,485607.3719,3991058.132,220.393
Ozark,3D_Wenner-Schlumberger,80,0,45,485608.1295,3991053.338,220.368
Ozark,3D_Wenner-Schlumberger,81,0,50,485613.0623,3991054.183,220.274
Ozark,3D_Wenner-Schlumberger,82,5,50,485612.2542,3991058.926,220.401
Ozark,3D_Wenner-Schlumberger,83,10,50,485611.4467,3991064.054,220.385
Ozark,3D_Wenner-Schlumberger,84,15,50,485610.6432,3991068.853,220.294
Ozark,3D_Wenner-Schlumberger,85,20,50,485609.7769,3991073.855,220.304
Ozark,3D_Wenner-Schlumberger,86,25,50,485608.8843,3991078.663,220.262
Ozark,3D_Wenner-Schlumberger,87,30,50,485608.0099,3991083.608,220.216
Ozark,3D_Wenner-Schlumberger,88,35,50,485607.1388,3991088.423,220.16
Ozark,3D_Wenner-Schlumberger,89,35,55,485612.0069,3991089.339,220.026
Ozark,3D_Wenner-Schlumberger,90,30,55,485611.999,3991084.507,220.123
Ozark,3D_Wenner-Schlumberger,91,25,55,485613.8199,3991079.57,220.208
Ozark,3D_Wenner-Schlumberger,92,20,55,485614.7124,3991074.661,220.23
Ozark,3D_Wenner-Schlumberger,93,15,55,485615.5805,3991069.706,220.358
Ozark,3D_Wenner-Schlumberger,94,10,55,485615.5725,3991064.862,220.351
Ozark,3D_Wenner-Schlumberger,95,5,55,485617.2159,3991059.82,220.318
Ozark,3D_Wenner-Schlumberger,96,0,55,485617.9264,3991054.862,220.245
Ozark,Northern Tank Cover,-,-,-,485576.7155,3991023.259,220.529
Ozark,Southern Tank Cover,-,-,-,485572.8479,3991021.448,220.475
Ozark,River Level Upstream,-,-,-,485529.6131,3991140.605,212.286
Ozark,River Level Midstream,-,-,-,485621.5782,3991209.146,211.88
Ozark,River Level Downstream,-,-,-,485676.8521,3991201.246,211.826
